page_id,name,urlslug,ID,ALIGN,EYES,HAIR,SEX,SEXUALITY,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
87312,Heino Okata (New Earth),Heino_Okata_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2008, August",2008
68391,Terrence Bolatinsky (New Earth),Terrence_Bolatinsky_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,13,"2008, April",2008
21222,Frederick Tuckman (New Earth),Frederick_Tuckman_(New_Earth),Public Identity,Good Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2006, May",2006
12772,Gu Lao (New Earth),Gu_Lao_(New_Earth),Public Identity,Good Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2006, June",2006
132914,Rees-Van (New Earth),Rees-Van_(New_Earth),Public Identity,Good Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2006, June",2006
31535,Xu Tao (New Earth),Xu_Tao_(New_Earth),Secret Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"2006, June",2006
49590,Yang Kei-Ying (New Earth),Yang_Kei-Ying_(New_Earth),Public Identity,ND,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"2006, June",2006
134083,Tapeworm (New Earth),Tapeworm_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2006, January",2006
205498,Deacon Dark (New Earth),Deacon_Dark_(New_Earth),Public Identity,Bad Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"2006, December",2006
10150,Valerie Perez (New Earth),Valerie_Perez_(New_Earth),Public Identity,ND,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"2006, August",2006
40056,Ystina (New Earth),Ystina_(New_Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"2005, May",2005
120065,Sara Descarl (New Earth),Sara_Descarl_(New_Earth),ND,Bad Characters,Purple Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"2004, December",2004
39821,Alana Dominguez (New Earth),Alana_Dominguez_(New_Earth),ND,Neutral Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,13,"2003, October",2003
227491,Phillip Addad (New Earth),Phillip_Addad_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"2000, March",2000
121528,Joely Bartlett (New Earth),Joely_Bartlett_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,13,"2000, August",2000
1863,Raker Qarrigat (New Earth),Raker_Qarrigat_(New_Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Male Characters,Heterosexual Characters,Living Characters,13,"2000, August",2000
89112,Mary Kramer (New Earth),Mary_Kramer_(New_Earth),ND,Good Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1999, July",1999
342104,Adam Winterbourne (New Earth),Adam_Winterbourne_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1998, June",1998
1553,Angela Margolin (New Earth),Angela_Margolin_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1998, December",1998
10146,Meloni Thawne (New Earth),Meloni_Thawne_(New_Earth),Public Identity,ND,Amber Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1997, March",1997
197523,Ceritak (New Earth),Ceritak_(New_Earth),ND,Good Characters,Yellow Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1997, April",1997
136246,Jake Bennetti (New Earth),Jake_Bennetti_(New_Earth),ND,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1997, April",1997
69596,James Barr (New Earth),James_Barr_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1995, October",1995
1932,Stanley Printwhistle (New Earth),Stanley_Printwhistle_(New_Earth),Public Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1995, March",1995
192050,Sterling Morris (New Earth),Sterling_Morris_(New_Earth),Public Identity,Neutral Characters,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1995, April",1995
147303,Letifos (New Earth),Letifos_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1994, September",1994
404003,Naomi Carter (New Earth),Naomi_Carter_(New_Earth),Public Identity,Good Characters,ND,Grey Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1993, October",1993
197473,Franklin Stern (New Earth),Franklin_Stern_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1993, November",1993
53105,Carl Packard (New Earth),Carl_Packard_(New_Earth),ND,ND,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1993, February",1993
144509,Gpaak (New Earth),Gpaak_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1993, August",1993
127241,Cairo DeFrey (New Earth),Cairo_DeFrey_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1992, September",1992
140105,Shilandra Thane (New Earth),Shilandra_Thane_(New_Earth),Public Identity,Good Characters,Black Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1992, June",1992
115376,Kordax (New Earth),Kordax_(New_Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1990, June",1990
113176,Belina Pushkin (New Earth),Belina_Pushkin_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,13,"1990, February",1990
113174,Mischa Dmitrovich Pushkin (New Earth),Mischa_Dmitrovich_Pushkin_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1990, February",1990
127614,Jacques Reynard (New Earth),Jacques_Reynard_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1989, May",1989
112925,Thomas Longstreet (New Earth),Thomas_Longstreet_(New_Earth),Public Identity,Good Characters,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1989, August",1989
20020,Henri Ducard (New Earth),Henri_Ducard_(New_Earth),Public Identity,Neutral Characters,ND,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1989, April",1989
18698,Natalie Gurdin (New Earth),Natalie_Gurdin_(New_Earth),Secret Identity,ND,Brown Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1988, March",1988
222211,Euryale (New Earth),Euryale_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1988, December",1988
117662,Alec Rois (New Earth),Alec_Rois_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1988, April",1988
135142,Phillip Kramer (New Earth),Phillip_Kramer_(New_Earth),Public Identity,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1987, June",1987
4868,Rebecca Sharpe (New Earth),Rebecca_Sharpe_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1987, January",1987
41077,Jack Soo (New Earth),Jack_Soo_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1986, August",1986
86881,Emily Rice (New Earth),Emily_Rice_(New_Earth),ND,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1985, August",1985
16426,Rhea (New Earth),Rhea_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1985, August",1985
337101,Lord Diamond (New Earth),Lord_Diamond_(New_Earth),Public Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1984, March",1984
337171,Rita Beckman (New Earth),Rita_Beckman_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1983, July",1983
3367,Harold Carew (New Earth),Harold_Carew_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1982, July",1982
38990,Waldo Flynn (New Earth),Waldo_Flynn_(New_Earth),ND,Good Characters,Blue Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1981, March",1981
118419,Kari Kalmaku (New Earth),Kari_Kalmaku_(New_Earth),ND,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1980, November",1980
342274,Lady Merria (New Earth),Lady_Merria_(New_Earth),Public Identity,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1980, January",1980
11335,Helmut Streicher (New Earth),Helmut_Streicher_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1977, February",1977
139964,Buddy Blank (New Earth),Buddy_Blank_(New_Earth),ND,Good Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1974, October",1974
87526,Spawn of Frankenstein (Earth-One),Spawn_of_Frankenstein_(Earth-One),ND,ND,Green Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1973, February",1973
179471,Cassandra Craft (New Earth),Cassandra_Craft_(New_Earth),Public Identity,Neutral Characters,Grey Eyes,White Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1972, February",1972
134924,Neil Richards (New Earth),Neil_Richards_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1967, February",1967
213318,Wendi Harris (New Earth),Wendi_Harris_(New_Earth),ND,ND,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1965, June",1965
242148,King Ra-Man (New Earth),King_Ra-Man_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1965, July",1965
18604,Sea Imp (New Earth),Sea_Imp_(New_Earth),ND,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1965, April",1965
31158,Bromwell Stikk (New Earth),Bromwell_Stikk_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1964, July",1964
44095,Paul Gambi (New Earth),Paul_Gambi_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1963, December",1963
15883,Loki (New Earth),Loki_(New_Earth),ND,Bad Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,13,"1961, September",1961
143949,Xotar (New Earth),Xotar_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1960, May",1960
274451,Neptune (New Earth),Neptune_(New_Earth),Public Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1945, September",1945
16342,Dionysus (New Earth),Dionysus_(New_Earth),Public Identity,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1941, December",1941
272889,Dala (New Earth),Dala_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1939, October",1939
142846,"Gary Concord, Jr. (New Earth)","Gary_Concord,_Jr._(New_Earth)",ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,13,"1939, November",1939
119545,Lady of the Lake (New Earth),Lady_of_the_Lake_(New_Earth),ND,Good Characters,Blue Eyes,Blue Hair,Female Characters,Heterosexual Characters,Living Characters,13,"1936, February",1936
213980,Colleen Franklin (New Earth),Colleen_Franklin_(New_Earth),ND,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2011, February",2011
200110,Roxy (New Earth),Roxy_(New_Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2010, March",2010
94850,Gor (New Earth),Gor_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2009, January",2009
173257,Carrie Cutter (New Earth),Carrie_Cutter_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2009, February",2009
141920,Cressida (New Earth),Cressida_(New_Earth),ND,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,14,"2008, July",2008
141987,Poet (New Earth),Poet_(New_Earth),Secret Identity,Neutral Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2008, July",2008
87314,Big Atomic Lantern Boy (New Earth),Big_Atomic_Lantern_Boy_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2008, August",2008
87335,Well-Spoken Sonic Lightning Flash (New Earth),Well-Spoken_Sonic_Lightning_Flash_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2008, August",2008
83455,Elise Kimble (New Earth),Elise_Kimble_(New_Earth),Public Identity,Bad Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2008, April",2008
56613,Jenna Raleigh (New Earth),Jenna_Raleigh_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2007, January",2007
132796,Maash (New Earth),Maash_(New_Earth),Public Identity,Bad Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2007, August",2007
113947,Moose (New Earth),Moose_(New_Earth),Secret Identity,Bad Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2007, August",2007
54212,Sylbert Rundine (New Earth),Sylbert_Rundine_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2006, October",2006
140464,Tyrone the Dog (New Earth),Tyrone_the_Dog_(New_Earth),ND,Neutral Characters,ND,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2006, November",2006
16463,Chang Tzu (New Earth),Chang_Tzu_(New_Earth),Secret Identity,Bad Characters,Red Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2006, June",2006
12787,Zou Kang (New Earth),Zou_Kang_(New_Earth),Secret Identity,ND,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2006, June",2006
4792,Mister Terrible (New Earth),Mister_Terrible_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2005, November",2005
17640,Jake Jordan (New Earth),Jake_Jordan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2005, May",2005
11746,Nathan Howe (New Earth),Nathan_Howe_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2005, July",2005
90042,Maat Shadid (New Earth),Maat_Shadid_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2004, May",2004
35585,Vera Lynn Black (New Earth),Vera_Lynn_Black_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2004, August",2004
39832,Rachel Keast (New Earth),Rachel_Keast_(New_Earth),ND,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2003, October",2003
13067,Josh Azeveda (New Earth),Josh_Azeveda_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2003, February",2003
1931,Humphry Dumpler (New Earth),Humphry_Dumpler_(New_Earth),Public Identity,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"2003, August",2003
207533,Gannon Malloy (New Earth),Gannon_Malloy_(New_Earth),Public Identity,Good Characters,ND,Blond Hair,Male Characters,Homosexual Characters,Living Characters,14,"2002, September",2002
85213,LeTonya Charles (New Earth),LeTonya_Charles_(New_Earth),ND,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"2002, May",2002
1941,Jeremy Tell (New Earth),Jeremy_Tell_(New_Earth),Public Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2001, August",2001
203447,Kip Kettering (New Earth),Kip_Kettering_(New_Earth),Public Identity,ND,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,14,"2000, April",2000
137463,Cal Usjak (New Earth),Cal_Usjak_(New_Earth),ND,Good Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1999, March",1999
137475,Claudio Tielli (New Earth),Claudio_Tielli_(New_Earth),ND,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1999, March",1999
137473,Nona Lin-Baker (New Earth),Nona_Lin-Baker_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1999, March",1999
137472,Theo Storm (New Earth),Theo_Storm_(New_Earth),Secret Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1999, March",1999
223605,Macklin Arnot (New Earth),Macklin_Arnot_(New_Earth),Public Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1999, July",1999
132262,Stacy Taglia (New Earth),Stacy_Taglia_(New_Earth),ND,Good Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1997, September",1997
3629,Malcolm Thawne (New Earth),Malcolm_Thawne_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1997, November",1997
18268,Francis Dutton (New Earth),Francis_Dutton_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1997, August",1997
18271,Gecko (New Earth),Gecko_(New_Earth),Secret Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1997, August",1997
18539,Lauren Isley (New Earth),Lauren_Isley_(New_Earth),ND,Good Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1997, August",1997
128545,Nathaniel Finch (New Earth),Nathaniel_Finch_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1997, August",1997
18269,Valerie Andrist (New Earth),Valerie_Andrist_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1997, August",1997
65785,J. Devlin Davenport (New Earth),J._Devlin_Davenport_(New_Earth),Public Identity,Neutral Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1995, May",1995
62312,Steeljacket (New Earth),Steeljacket_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1995, January",1995
96189,Fred Bentson (New Earth),Fred_Bentson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1994, July",1994
112934,Benjamin Nakashima (New Earth),Benjamin_Nakashima_(New_Earth),ND,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1993, October",1993
198360,George Cross (New Earth),George_Cross_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1993, November",1993
59577,Talon the Falcon (New Earth),Talon_the_Falcon_(New_Earth),ND,ND,ND,ND,ND,Heterosexual Characters,Living Characters,14,"1993, January",1993
278948,Matthew Taylor (New Earth),Matthew_Taylor_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1993, February",1993
120010,Lefty (New Earth),Lefty_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1992, November",1992
129961,Ned Smith (New Earth),Ned_Smith_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1992, June",1992
126245,Jack Marshall (New Earth),Jack_Marshall_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1992, August",1992
38147,Ace the Bat-Hound (New Earth),Ace_the_Bat-Hound_(New_Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1991, May",1991
221962,Travis Cody (New Earth),Travis_Cody_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1991, March",1991
186186,First of the Fallen (New Earth),First_of_the_Fallen_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1991, June",1991
11950,Susan Linden II (New Earth),Susan_Linden_II_(New_Earth),Secret Identity,Good Characters,Violet Eyes,Violet Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1989, January",1989
343746,Iphthime (New Earth),Iphthime_(New_Earth),ND,Good Characters,ND,Red Hair,Female Characters,Homosexual Characters,Living Characters,14,"1989, February",1989
112926,Virginia Dix (New Earth),Virginia_Dix_(New_Earth),ND,Good Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1989, August",1989
112922,Yolanda Ybarra (New Earth),Yolanda_Ybarra_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1989, August",1989
146812,"Anthony Angelo, Jr. (New Earth)","Anthony_Angelo,_Jr._(New_Earth)",Public Identity,Neutral Characters,Auburn Hair,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1989, April",1989
65205,Rafael di Rienzi (New Earth),Rafael_di_Rienzi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1988, May",1988
46744,Olaf Friedriksen (New Earth),Olaf_Friedriksen_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1988, April",1988
18211,Harmonia (New Earth),Harmonia_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1987, February",1987
343400,Chuma (New Earth),Chuma_(New_Earth),ND,Bad Characters,Brown Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1987, August",1987
343382,Epione (New Earth),Epione_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1987, August",1987
11937,George H. W. Bush (New Earth),George_H._W._Bush_(New_Earth),Public Identity,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1986, September",1986
234511,Angela Revere (New Earth),Angela_Revere_(New_Earth),Public Identity,Neutral Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1986, June",1986
31967,Edward Valentine (New Earth),Edward_Valentine_(New_Earth),Public Identity,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1986, January",1986
8550,Nuada Silverhand (New Earth),Nuada_Silverhand_(New_Earth),Public Identity,Good Characters,ND,Green Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1986, February",1986
16425,Persephone (New Earth),Persephone_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1985, October",1985
109771,Cheeks (New Earth),Cheeks_(New_Earth),ND,ND,Blue Eyes,Blond Hair,ND,Heterosexual Characters,Living Characters,14,"1985, June",1985
18191,Crius (New Earth),Crius_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1985, August",1985
303713,Lady Eve (New Earth),Lady_Eve_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1985, August",1985
117816,KT21 (New Earth),KT21_(New_Earth),Public Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1985, April",1985
215250,Anthony Dunn (New Earth),Anthony_Dunn_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1984, January",1984
101756,Javelin (New Earth),Javelin_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1984, February",1984
86545,Malcolm Tandy (New Earth),Malcolm_Tandy_(New_Earth),Public Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1984, December",1984
337071,Lord Moonstone (New Earth),Lord_Moonstone_(New_Earth),Public Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1983, November",1983
4308,Walter Reilly (New Earth),Walter_Reilly_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1982, June",1982
382725,Confessor (New Earth),Confessor_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1982, August",1982
44905,Vincent Velcoro (New Earth),Vincent_Velcoro_(New_Earth),Secret Identity,Good Characters,Red Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1980, November",1980
237280,Christine St. Clair (New Earth),Christine_St._Clair_(New_Earth),Public Identity,Good Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1973, November",1973
118418,Keith Kalmaku (New Earth),Keith_Kalmaku_(New_Earth),ND,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1970, January",1970
128355,Hawk Haukins (New Earth),Hawk_Haukins_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1970, December",1970
47313,Fashion Thing (New Earth),Fashion_Thing_(New_Earth),Public Identity,Neutral Characters,ND,White Hair,Female Characters,Heterosexual Characters,Living Characters,14,"1968, September",1968
17708,Storm (New Earth),Storm_(New_Earth),ND,ND,ND,ND,ND,Heterosexual Characters,Living Characters,14,"1967, October",1967
42106,Tadwallader Jutefruce (New Earth),Tadwallader_Jutefruce_(New_Earth),ND,Good Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1965, November",1965
132754,Rori Stroh (New Earth),Rori_Stroh_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,14,"1961, December",1961
68516,Achilles Milo (New Earth),Achilles_Milo_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1957, September",1957
191847,Killer Shark (New Earth),Killer_Shark_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1957, January",1957
15885,Thor (New Earth),Thor_(New_Earth),ND,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,14,"1956, October",1956
